TXKEY,Class
T259,0
T153036,0
T58870,0
T216584,0
T97585,0
T132844,0
T128881,0
T107327,0
T150322,0
T153212,0
T210118,0
T18014,0
T199990,0
T178104,0
T42597,0
T9290,0
T64199,0
T193030,0
T152324,0
T215705,0
T235996,0
T265018,0
T261252,0
T118451,0
T272905,0
T275940,0
T226486,0
T62893,0
T109777,0
T167983,0
T142770,0
T262537,0
T249260,0
T9627,0
T92274,0
T239737,0
T66057,0
T69072,0
T62284,0
T153955,0
T217008,0
T13162,0
T259513,0
T105635,0
T86921,0
T183461,0
T99743,0
T192986,0
T278689,0
T235694,0
T48887,0
T74011,0
T6897,0
T250758,0
T100227,0
T48673,0
T64790,0
T109537,0
T142947,0
T118022,0
T99590,0
T141130,0
T160448,0
T209576,0
T178203,0
T131632,0
T148524,0
T235774,0
T148616,0
T256000,0
T237677,0
T110859,0
T118144,0
T99811,0
T210773,0
T203867,0
T243197,0
T54579,0
T95644,0
T84023,0
T153488,0
T150437,0
T103146,0
T39298,0
T139003,0
T15499,0
T276162,0
T6420,0
T220357,0
T116170,0
T180808,0
T62573,0
T120527,0
T199519,0
T215873,0
T113190,0
T56068,0
T74522,0
T231647,0
T6195,0
T105190,0
T131651,0
T26222,0
T29526,0
T99324,0
T202521,0
T217522,0
T41083,0
T34537,0
T56248,0
T32097,0
T13338,0
T8989,0
T149556,0
T5392,0
T165873,0
T151733,0
T135847,0
T157891,0
T26628,0
T265585,0
T22325,0
T85331,0
T31126,0
T179383,0
T237265,0
T97289,0
T12375,0
T209339,0
T116953,0
T76133,0
T101123,0
T7122,0
T188717,0
T236025,0
T156919,0
T142363,0
T2370,0
T34758,0
T188247,0
T135693,0
T8816,0
T196753,0
T46594,0
T25103,0
T175862,0
T2673,0
T51107,0
T209819,0
T5230,0
T56331,0
T143953,0
T12097,0
T237874,0
T9348,0
T108494,0
T74283,0
T157341,0
T24311,0
T77173,0
T253463,0
T196483,0
T43406,0
T125949,0
T130044,0
T140517,0
T7101,0
T20997,0
T169637,0
T67821,0
T256840,0
T89500,0
T261538,0
T4512,0
T134020,0
T196884,0
T184937,0
T153589,0
T35453,0
T84921,0
T101769,0
T134511,0
T13277,0
T149338,0
T122989,0
T235249,0
T271004,0
T72060,0
T165028,0
T4718,0
T130171,0
T97799,0
T191101,0
T192542,0
T179567,0
T158251,0
T167401,0
T96878,0
T34740,0
T178934,0
T98356,0
T156358,0
T112541,0
T6957,0
T8607,0
T115760,0
T167863,0
T178066,0
T9734,0
T71681,0
T62971,0
T34221,0
T5233,0
T116255,0
T110551,0
T212629,0
T234558,0
T157365,0
T85787,0
T102072,0
T49666,0
T91494,0
T155478,0
T98643,0
T66036,0
T33149,0
T157250,0
T116076,0
T149060,0
T17452,0
T152096,0
T6395,0
T40632,0
T152131,0
T36526,0
T41665,0
T173803,0
T76521,0
T184374,0
T237478,0
T230175,0
T200247,0
T43314,0
T105306,0
T86079,0
T32887,0
T183253,0
T4794,0
T228468,0
T61789,0
T142754,0
T228542,0
T86164,0
T212479,0
T135938,0
T128256,0
T130521,0
T84834,0
T263006,0
T17880,0
T167781,0
T122804,0
T107608,0
T157800,0
T83576,0
T48067,0
T254680,0
T163808,0
T234722,0
T127011,0
T178735,0
T53493,0
T275727,0
T91601,0
T113592,0
T145428,0
T230295,0
T224577,0
T46628,0
T178742,0
T45227,0
T245451,0
T116227,0
T205367,0
T36774,0
T44168,0
T85054,0
T18782,0
T58643,0
T13729,0
T77932,0
T216068,0
T262718,0
T42184,0
T173707,0
T216101,0
T189367,0
T217450,0
T117734,0
T199169,0
T82224,0
T81009,0
T151599,0
T50684,0
T145614,0
T31100,0
T112143,0
T86987,0
T149102,0
T246144,0
T106646,0
T194900,0
T229233,0
T40425,0
T135777,0
T6687,0
T26117,0
T81552,0
T81268,0
T43129,0
T101996,0
T52784,0
T204934,0
T165999,0
T201260,0
T172242,0
T250086,0
T53685,0
T11414,0
T273010,0
T27254,0
T8723,0
T210755,0
T284354,0
T228925,0
T132663,0
T150685,0
T181044,0
T209389,0
T31234,0
T36513,0
T263002,0
T56644,0
T17079,0
T151707,0
T206329,0
T20392,0
T5150,0
T267537,0
T161517,0
T10301,0
T81573,0
T87697,0
T275601,0
T7131,0
T256844,0
T636,0
T72739,0
T141203,0
T55919,0
T146504,0
T121070,0
T77203,0
T38938,0
T103381,0
T95803,0
T186985,0
T257240,0
T139060,0
T184123,0
T104594,0
T284648,0
T214927,0
T30539,0
T112258,0
T284732,0
T27648,0
T94326,0
T38874,0
T270577,0
T261057,0
T216810,0
T158298,0
T28357,0
T155127,0
T148620,0
T111825,0
T14160,0
T283199,0
T145213,0
T192242,0
T117704,0
T255588,0
T102765,0
T66696,0
T153023,0
T12317,0
T33064,0
T11492,0
T272018,0
T81098,0
T76789,0
T15995,0
T17467,0
T114430,0
T59857,0
T26656,0
T12434,0
T141386,0
T18800,0
T6745,0
T222117,0
T184716,0
T71561,0
T191257,0
T251916,0
T37092,0
T271943,0
T224136,0
T116792,0
T56858,0
T63261,0
T49009,0
T208922,0
T197939,0
T151955,0
T27207,0
T112473,0
T94439,0
T202411,0
T52861,0
T234277,0
T111073,0
T4424,0
T153079,0
T11522,0
T111974,0
T155033,0
T60481,0
T278579,0
T235004,0
T192796,0
T31993,0
T62222,0
T164609,0
T88919,0
T22985,0
T134135,0
T250580,0
T230486,0
T20288,0
T13983,0
T9356,0
T250352,0
T109894,0
T114782,0
T135986,0
T167812,0
T834,0
T123865,0
T17396,0
T78463,0
T102834,0
T41472,0
T4127,0
T66451,0
T17152,0
T218958,0
T13261,0
T184122,0
T170167,0
T200218,0
T216870,0
T54555,0
T52634,0
T40760,0
T71385,0
T194875,0
T224882,0
T101633,0
T256993,0
T101872,0
T158764,0
T180973,0
T43638,0
T158381,0
T158296,0
T60989,0
T278389,0
T99692,0
T7814,0
T101525,0
T75691,0
T33899,0
T176608,0
T57823,0
T121124,0
T25747,0
T44782,0
T218762,0
T18737,0
T34839,0
T87073,0
T43761,0
T235371,0
T150070,0
T126832,0
T166533,0
T213070,0
T143523,0
T70313,0
T13536,0
T175579,0
T253746,0
T9031,0
T176724,0
T149686,0
T1302,0
T190883,0
T47136,0
T211127,0
T131362,0
T87532,0
T124447,0
T1969,0
T59871,0
T254239,0
T128296,0
T58005,0
T139102,0
T152883,0
T127817,0
T28773,0
T843,0
T169833,0
T67024,0
T14787,0
T127691,0
T178065,0
T236495,0
T127262,0
T177493,0
T28206,0
T178723,0
T245720,0
T152050,0
T113815,0
T91385,0
T52967,0
T67655,0
T179913,0
T249831,0
T137934,0
T56040,0
T66170,0
T169279,0
T13807,0
T116957,0
T12025,0
T7248,0
T153554,0
T272387,0
T130431,0
T223385,0
T61259,0
T26111,0
T66025,0
T152499,0
T95980,0
T131305,0
T20300,0
T154841,0
T102589,0
T194361,0
T57878,0
T182414,0
T224022,0
T215796,0
T108316,0
T274045,0
T69165,0
T125174,0
T241378,0
T97148,0
T246461,0
T128812,0
T242381,0
T107340,0
T7711,0
T274915,0
T125114,0
T213412,0
T77319,0
T223622,0
T70474,0
T10285,0
T237176,0
T24769,0
T152906,0
T240381,0
T32146,0
T13351,0
T110575,0
T49877,0
T78771,0
T79285,0
T120891,0
T273229,0
T59580,0
T203110,0
T219156,0
T34457,0
T186633,0
T109570,0
T155121,0
T175621,0
T4516,0
T61192,0
T51091,0
T132309,0
T242125,0
T237432,0
T235417,0
T26655,0
T112363,0
T122949,0
T30796,0
T60167,0
T253625,0
T148994,0
T230095,0
T208484,0
T41975,0
T98273,0
T153822,0
T68659,0
T136894,0
T10461,0
T42858,0
T79368,0
T97429,0
T181781,0
T62195,0
T137062,0
T106686,0
T138368,0
T238369,0
T123858,0
T174884,0
T2595,0
T186534,0
T87633,0
T122352,0
T109713,0
T200979,0
T109249,0
T19337,0
T168170,0
T151397,0
T82095,0
T226318,0
T191573,0
T17300,0
T213262,0
T135323,0
T85256,0
T26475,0
T7893,0
T148936,0
T113183,0
T114000,0
T145844,0
T110283,0
T33397,0
T19003,0
T246724,0
T205159,0
T100750,0
T152257,0
T94208,0
T216159,0
T54936,0
T10856,0
T86211,0
T154353,0
T121190,0
T114361,0
T91265,0
T12380,0
T25775,0
T152232,0
T128449,0
T87738,0
T91525,0
T126853,0
T66171,0
T105035,0
T15763,0
T51794,0
T61949,0
T268667,0
T246008,0
T280880,0
T151215,0
T260773,0
T87635,0
T107535,0
T199654,0
T76054,0
T108518,0
T124080,0
T49890,0
T151563,0
T82518,0
T122258,0
T77664,0
T55403,0
T24381,0
T126709,0
T107918,0
T81655,0
T38765,0
T181765,0
T122500,0
T143148,0
T68438,0
T125355,0
T149046,0
T59321,0
T75361,0
T4646,0
T267047,0
T269578,0
T217592,0
T137477,0
T10663,0
T163209,0
T87843,0
T56862,0
T252302,0
T210633,0
T46069,0
T277529,0
T157161,0
T108541,0
T275027,0
T120926,0
T158346,0
T9782,0
T159708,0
T188551,0
T153098,0
T109240,0
T99977,0
T274609,0
T80984,0
T260769,0
T164407,0
T211903,0
T153609,0
T131835,0
T72628,0
T75450,0
T175368,0
T283689,0
T45225,0
T1376,0
T1209,0
T60107,0
T6520,0
T16582,0
T33779,0
T216780,0
T65671,0
T249699,0
T211915,0
T19404,0
T4307,0
T260218,0
T5239,0
T255053,0
T242458,0
T60901,0
T239146,0
T118314,0
T165415,0
T185076,0
T147478,0
T162169,0
T51322,0
T270691,0
T134845,0
T185356,0
T279694,0
T252596,0
T47696,0
T113583,0
T233541,0
T18865,0
T210737,0
T267653,0
T118025,0
T26564,0
T73226,0
T90404,0
T126907,0
T152086,0
T5043,0
T274024,0
T64273,0
T39812,0
T257969,0
T190024,0
T243521,0
T96782,0
T70785,0
T23548,0
T52165,0
T134569,0
T16225,0
T175813,0
T211230,0
T206132,0
T147434,0
T208630,0
T85483,0
T57187,0
T85482,0
T215396,0
T109265,0
T66605,0
T167670,0
T43024,0
T229429,0
T63960,0
T1062,0
T278833,0
T273409,0
T537,0
T147915,0
T238680,0
T197480,0
T22525,0
T242572,0
T173879,0
T151899,0
T98037,0
T47338,0
T87496,0
T207748,0
T20342,0
T66243,0
T1379,0
T55674,0
T120819,0
T151920,0
T151382,0
T144281,0
T143988,0
T75016,0
T14570,0
T253825,0
T35063,0
T234683,0
T113661,0
T19362,0
T205471,0
T272407,0
T78601,0
T133914,0
T264648,0
T130202,0
T50723,0
T265611,0
T121884,0
T234975,0
T235418,0
T154223,0
T117314,0
T33170,0
T125191,0
T216535,0
T15326,0
T114621,0
T9614,0
T9695,0
T52837,0
T181416,0
T231743,0
T153432,0
T66195,0
T83058,0
T33107,0
T203568,0
T45256,0
T256754,0
T27272,0
T153877,0
T30569,0
T210489,0
T235929,0
T144382,0
T62901,0
T11023,0
T207814,0
T17940,0
T221971,0
T16259,0
T259688,0
T61868,0
T29149,0
T96155,0
T213893,0
T15915,0
T195440,0
T143482,0
T186670,0
T49449,0
T154250,0
T200077,0
T104133,0
T78043,0
T273812,0
T28803,0
T187433,0
T245738,0
T84369,0
T11600,0
T184544,0
T146510,0
T124825,0
T184640,0
T173946,0
T116832,0
T145379,0
T11578,0
T62250,0
T216987,0
T204529,0
T280638,0
T177503,0
T192816,0
T36888,0
T48788,0
T141486,0
T61748,0
T92846,0
T108380,0
T106213,0
T225445,0
T130725,0
T90292,0
T48515,0
T179527,0
T132721,0
T164298,0
T272386,0
T116965,0
T45983,0
T4206,0
T75947,0
T89727,0
T42758,0
T42494,0
T221593,0
T114541,0
T171241,0
T17441,0
T221467,0
T51096,0
T117031,0
T136334,0
T7357,0
T137959,0
T264625,0
T270472,0
T151084,0
T61488,0
T4581,0
T72062,0
T233725,0
T2754,0
T130544,0
T173204,0
T36491,0
T136524,0
T151827,0
T81240,0
T255369,0
T261229,0
T226090,0
T225377,0
T13178,0
T270333,0
T71101,0
T15979,0
T75593,0
T153753,0
T37289,0
T205936,0
T220574,0
T81746,0
T93202,0
T80919,0
T14665,0
T51308,0
T48538,0
T36901,0
T122251,0
T125597,0
T199741,0
T184294,0
T211315,0
T1133,0
T114034,0
T152505,0
T264570,0
T24637,0
T267983,0
T26515,0
T41954,0
T76285,0
T49141,0
T111064,0
T10372,0
T168514,0
T249763,0
T148901,0
T222629,0
T250278,0
T85342,0
T195647,0
T122115,0
T150145,0
T136930,0
T178164,0
T144348,0
T137668,0
T151857,0
T25956,0
T83795,0
T111836,0
T174224,0
T33706,0
T158238,0
T158302,0
T68460,0
T47652,0
T140691,0
T53662,0
T151620,0
T154732,0
T244457,0
T259603,0
T3934,0
T37996,0
T30807,0
T161754,0
T75471,0
T733,0
T944,0
T59671,0
T138898,0
T195439,0
T14834,0
T184064,0
T26242,0
T10091,0
T16614,0
T6142,0
T222674,0
T211342,0
T101383,0
T138966,0
T284366,0
T237467,0
T12341,0
T74543,0
T141618,0
T128443,0
T94997,0
T35397,0
T239200,0
T37656,0
T262406,0
T220708,0
T86257,0
T192537,0
T97000,0
T149728,0
T227192,0
T52904,0
T48392,0
T80459,0
T179451,0
T56221,0
T115792,0
T151885,0
T124276,0
T168602,0
T8017,0
T90583,0
T153183,0
T198264,0
T71640,0
T145942,0
T49257,0
T193420,0
T46099,0
T107532,0
T161316,0
T64317,0
T121534,0
T149732,0
T104614,0
T272193,0
T27004,0
T204112,0
T179263,0
T151705,0
T254688,0
T111219,0
T79458,0
T86042,0
T152717,0
T62812,0
T47782,0
T12324,0
T174068,0
T8133,0
T132669,0
T13245,0
T119239,0
T183177,0
T56921,0
T60857,0
T75656,0
T123573,0
T222908,0
T168196,0
T283634,0
T58048,0
T210714,0
T267340,0
T88664,0
T237607,0
T2016,0
T207920,0
T30540,0
T253464,0
T244924,0
T11440,0
T179947,0
T68079,0
T7661,0
T279551,0
T15716,0
T268041,0
T235365,0
T32021,0
T579,0
T152267,0
T154438,0
T32206,0
T65350,0
T158287,0
T190751,0
T276441,0
T223396,0
T163837,0
T65736,0
T89567,0
T245512,0
T83061,0
T84754,0
T49902,0
T252409,0
T258044,0
T123892,0
T269150,0
T76629,0
T206225,0
T253779,0
T68094,0
T77524,0
T35180,0
T32070,0
T11563,0
T114438,0
T174910,0
T29044,0
T39528,0
T206954,0
T260143,0
T42632,0
T10199,0
T140021,0
T35486,0
T94775,0
T113857,0
T157148,0
T273422,0
T6605,0
T127760,0
T86916,0
T68,0
T182208,0
T98015,0
T247920,0
T208401,0
T13601,0
T50519,0
T263703,0
T58697,0
T180079,0
T171960,0
T49528,0
T62363,0
T111174,0
T90333,0
T133435,0
T178427,0
T133846,0
T243514,0
T156678,0
T144370,0
T126945,0
T9474,0
T188812,0
T280697,0
T25102,0
T199705,0
T181749,0
T200436,0
T109419,0
T8904,0
T80161,0
T10130,0
T260554,0
T7399,0
T124933,0
T282986,0
T67163,0
T193000,0
T155879,0
T173840,0
T49389,0
T167098,0
T254962,0
T193725,0
T217724,0
T202967,0
T9554,0
T254585,0
T194321,0
T196334,0
T118440,0
T23703,0
T255740,0
T157143,0
T11593,0
T159765,0
T194825,0
T105409,0
T9110,0
T216381,0
T77201,0
T273632,0
T126318,0
T266129,0
T206091,0
T92543,0
T48247,0
T96080,0
T164749,0
T51686,0
T7887,0
T57859,0
T42935,0
T768,0
T144833,0
T152250,0
T169595,0
T235943,0
T237584,0
T50257,0
T13300,0
T175011,0
T96744,0
T200670,0
T199151,0
T149906,0
T227561,0
T223926,0
T144368,0
T18354,0
T110599,0
T1532,0
T181129,0
T53483,0
T88797,0
T75538,0
T179362,0
T241255,0
T120473,0
T41845,0
T282392,0
T250478,0
T239167,0
T192460,0
T189103,0
T149986,0
T224541,0
T279703,0
T163962,0
T113226,0
T171151,0
T203094,0
T266097,0
T85573,0
T203894,0
T195489,0
T8315,0
T174642,0
T274351,0
T175317,0
T177138,0
T110329,0
T4949,0
T29913,0
T11480,0
T139548,0
T31106,0
T54418,0
T206967,0
T245014,0
T37491,0
T166231,0
T210488,0
T220360,0
T19283,0
T2488,0
T196848,0
T102787,0
T14795,0
T239213,0
T88589,0
T199156,0
T226240,0
T15332,0
T121834,0
T79314,0
T251884,0
T1740,0
T101948,0
T191487,0
T22979,0
T189445,0
T80224,0
T99928,0
T174350,0
T256587,0
T203357,0
T142425,0
T144687,0
T53106,0
T19511,0
T227669,0
T144178,0
T177367,0
T126531,0
T231152,0
T98311,0
T29269,0
T6161,0
T186195,0
T77515,0
T230179,0
T104894,0
T217713,0
T153146,0
T140111,0
T149933,0
T141420,0
T137809,0
T264825,0
T21788,0
T175771,0
T152026,0
T17941,0
T206431,0
T271312,0
T182285,0
T17350,0
T97115,0
T14239,0
T261340,0
T20823,0
T18429,0
T68108,0
T91123,0
T233475,0
T126775,0
T80741,0
T85419,0
T164702,0
T175227,0
T262181,0
T89506,0
T151876,0
T169704,0
T255493,0
T198891,0
T84266,0
T13437,0
T33001,0
T79975,0
T6839,0
T242835,0
T133554,0
T38215,0
T194163,0
T220767,0
T263797,0
T38557,0
T138160,0
T148518,0
T212848,0
T55308,0
T60128,0
T5745,0
T171503,0
T157403,0
T38910,0
T216854,0
T13142,0
T140541,0
T150271,0
T218359,0
T161930,0
T134066,0
T50613,0
T68717,0
T101058,0
T48647,0
T142343,0
T234918,0
T220214,0
T149875,0
T34031,0
T108449,0
T118456,0
T7043,0
T122431,0
T257636,0
T86442,0
T11798,0
T8892,0
T65101,0
T79075,0
T238458,0
T233350,0
T259425,0
T143490,0
T212080,0
T124567,0
T93857,0
T15986,0
T168351,0
T188440,0
T279205,0
T69914,0
T98663,0
T153306,0
T87840,0
T5075,0
T60874,0
T154200,0
T152577,0
T152378,0
T152459,0
T152552,0
T154047,0
T88719,0
T152954,0
T13792,0
T32270,0
T246667,0
T29223,0
T19433,0
T25741,0
T101850,0
T44813,0
T211203,0
T265132,0
T227727,0
T24553,0
T74361,0
T134962,0
T86069,0
T432,0
T55462,0
T77361,0
T7089,0
T7161,0
T132737,0
T7166,0
T109410,0
T26762,0
T247761,0
T138047,0
T151863,0
T105444,0
T163669,0
T24242,0
T178989,0
T89116,0
T257067,0
T176375,0
T201810,0
T137596,0
T145145,0
T29469,0
T226911,0
T151792,0
T154202,0
T2479,0
T201110,0
T97044,0
T59797,0
T9767,0
T201489,0
T187803,0
T128379,0
T242174,0
T255008,0
T82653,0
T50217,0
T37939,0
T156880,0
T165757,0
T220994,0
T80513,0
T44736,0
T189522,0
T112816,0
T22995,0
T152310,0
T114099,0
T108707,0
T191938,0
T80954,0
T29949,0
T179677,0
T59179,0
T47068,0
T45432,0
T55267,0
T227230,0
T226345,0
T108159,0
T20966,0
T32254,0
T224420,0
T56689,0
T78727,0
T133350,0
T146580,0
T20961,0
T128325,0
T164329,0
T67918,0
T267232,0
T263763,0
T226819,0
T128934,0
T158647,0
T122211,0
T152297,0
T152959,0
T75766,0
T209328,0
T81402,0
T259453,0
T54149,0
T223167,0
T266379,0
T132582,0
T65126,0
T63371,0
T72018,0
T220915,0
T222823,0
T221897,0
T200611,0
T43346,0
T36210,0
T36208,0
T266787,0
T90426,0
T83446,0
T128514,0
T158854,0
T62617,0
T157416,0
T70291,0
T43973,0
T159852,0
T186156,0
T14101,0
T18605,0
T29811,0
T153882,0
T116360,0
T4460,0
T163830,0
T109613,0
T123441,0
T206902,0
T61603,0
T46084,0
T90352,0
T557,0
T268603,0
T111251,0
T83017,0
T7408,0
T47922,0
T4943,0
T20520,0
T152904,0
T42013,0
T61239,0
T87951,0
T203643,0
T201056,0
T15861,0
T90009,0
T961,0
T29345,0
T202364,0
T70621,0
T36453,0
T127142,0
T94249,0
T131112,0
T20446,0
T87825,0
T155620,0
T133992,0
T89472,0
T24466,0
T153136,0
T7606,0
T126941,0
T204410,0
T165802,0
T258012,0
T74191,0
T194645,0
T210121,0
T251995,0
T166000,0
T53166,0
T63612,0
T192513,0
T117556,0
T19266,0
T64366,0
T63227,0
T143635,0
T118560,0
T188096,0
T29617,0
T144356,0
T57408,0
T136302,0
T128544,0
T25491,0
T38983,0
T148961,0
T218115,0
T86611,0
T4708,0
T256942,0
T257238,0
T74894,0
T106329,0
T261313,0
T201503,0
T60706,0
T58047,0
T70013,0
T127897,0
T257336,0
T179693,0
T65516,0
T67425,0
T151625,0
T220747,0
T260745,0
T263351,0
T14970,0
T87542,0
T99407,0
T125955,0
T153220,0
T153962,0
T156012,0
T48196,0
T171547,0
T36869,0
T95551,0
T35509,0
T106827,0
T97212,0
T33057,0
T75832,0
T212246,0
T215379,0
T28594,0
T279033,0
T47692,0
T150948,0
T45428,0
T35666,0
T157086,0
T151094,0
T278750,0
T275164,0
T79780,0
T202642,0
T70783,0
T83683,0
T65768,0
T38402,0
T259039,0
T63813,0
T94191,0
T128507,0
T111470,0
T135116,0
T93854,0
T221668,0
T56048,0
T89471,0
T245585,0
T79241,0
T184396,0
T79807,0
T267351,0
T61378,0
T162148,0
T276148,0
T85380,0
T188339,0
T36317,0
T47423,0
T4701,0
T122569,0
T34828,0
T58758,0
T151950,0
T176970,0
T36112,0
T54256,0
T42691,0
T232944,0
T225753,0
T163384,0
T196209,0
T7102,0
T77064,0
T102524,0
T279754,0
T15038,0
T7118,0
T47390,0
T108609,0
T151767,0
T123300,0
T156664,0
T48629,0
T263401,0
T98226,0
T8755,0
T102613,0
T246630,0
T39796,0
T237199,0
T109861,0
T33715,0
T93856,0
T202275,0
T150266,0
T234113,0
T86373,0
T243693,0
T78291,0
T22861,0
T140030,0
T279982,0
T101496,0
T165898,0
T50842,0
T141443,0
T105672,0
T9773,0
T137584,0
T106849,0
T245979,0
T155214,0
T218944,0
T166997,0
T32803,0
T10769,0
T30247,0
T234995,0
T184952,0
T7800,0
T4349,0
T91207,0
T75063,0
T14837,0
T137245,0
T198382,0
T266915,0
T82482,0
T157333,0
T6998,0
T256983,0
T154043,0
T207041,0
T133103,0
T44363,0
T199919,0
T176849,0
T4036,0
T168603,0
T98215,0
T111473,0
T127310,0
T97222,0
T175613,0
T125198,0
T203024,0
T151719,0
T56064,0
T21747,0
T46511,0
T26532,0
T17986,0
T217502,0
T202106,0
T126049,0
T207330,0
T119639,0
T274766,0
T8668,0
T177043,0
T125627,0
T120161,0
T97313,0
T211137,0
T74038,0
T34822,0
T53046,0
T40293,0
T48360,0
T6898,0
T247689,0
T76508,0
T232414,0
T148691,0
T205762,0
T152729,0
T102757,0
T241807,0
T120135,0
T72952,0
T142645,0
T265394,0
T136642,0
T126646,0
T187805,0
T30261,0
T73095,0
T21045,0
T10914,0
T284588,0
T77746,0
T96464,0
T92876,0
T187686,0
T121021,0
T153625,0
T54624,0
T275915,0
T224171,0
T280117,0
T49739,0
T80385,0
T265173,0
T223757,0
T254004,0
T112919,0
T69436,0
T223681,0
T242114,0
T248099,0
T253359,0
T278435,0
T45832,0
T85949,0
T262292,0
T87502,0
T71263,0
T15391,0
T63442,0
T156049,0
T71918,0
T49334,0
T204745,0
T156072,0
T53703,0
T198475,0
T140932,0
T87936,0
T184701,0
T7317,0
T38946,0
T266522,0
T114080,0
T100645,0
T78796,0
T126825,0
T138663,0
T142890,0
T217039,0
T69241,0
T151108,0
T105395,0
T131374,0
T246794,0
T60574,0
T111857,0
T157197,0
T60816,0
T41070,0
T114451,0
T209417,0
T40302,0
T171529,0
T69501,0
T159525,0
T175755,0
T140289,0
T79949,0
T13854,0
T144239,0
T62998,0
T241664,0
T184717,0
T126818,0
T22783,0
T191050,0
T261645,0
T4712,0
T63658,0
T180444,0
T107458,0
T10944,0
T253096,0
T215218,0
T48829,0
T58425,0
T177416,0
T178732,0
T198707,0
T244572,0
T30920,0
T7501,0
T122753,0
T111689,0
T149323,0
T267312,0
T158478,0
T33832,0
T85720,0
T70936,0
T4146,0
T265479,0
T275299,0
T234870,0
T160829,0
T211818,0
T212608,0
T41598,0
T38786,0
T153794,0
T32105,0
T9210,0
T171813,0
T916,0
T103409,0
T79831,0
T109438,0
T28234,0
T127509,0
T152077,0
T36538,0
T85412,0
T140470,0
T276568,0
T175206,0
T136460,0
T195977,0
T1562,0
T89152,0
T221661,0
T155629,0
T157234,0
T157087,0
T6900,0
T150128,0
T124249,0
T173717,0
T115162,0
T54915,0
T82667,0
T2994,0
T263171,0
T194761,0
T152395,0
T263450,0
T261196,0
T121004,0
T21644,0
T11580,0
T120690,0
T67020,0
T138491,0
T122494,0
T28775,0
T37896,0
T207300,0
T149034,0
T208186,0
T35814,0
T49052,0
T173347,0
T63182,0
T284475,0
T124290,0
T198952,0
T75244,0
T41235,0
T258845,0
T219839,0
T275488,0
T264560,0
T106960,0
T43908,0
T78968,0
T165202,0
T227315,0
T157189,0
T273186,0
T127922,0
T49941,0
T95341,0
T25545,0
T215340,0
T98580,0
T154225,0
T102476,0
T185856,0
T33172,0
T22699,0
T121992,0
T21360,0
T59471,0
T74194,0
T244416,0
T139423,0
T270353,0
T23011,0
T79029,0
T188227,0
T132470,0
T187796,0
T56718,0
T47098,0
T26352,0
T38319,0
T195544,0
T272825,0
T44968,0
T114167,0
T14155,0
T179359,0
T240904,0
T181159,0
T255656,0
T52960,0
T183323,0
T118363,0
T243058,0
T261968,0
T137931,0
T268430,0
T109628,0
T26513,0
T61939,0
T178908,0
T28695,0
T8287,0
T228999,0
T160066,0
T239272,0
T154181,0
T119873,0
T7011,0
T68015,0
T76552,0
T137662,0
T73865,0
T12454,0
T89849,0
T122516,0
T158211,0
T202210,0
T239469,0
T96008,0
T248290,0
T144343,0
T104882,0
T11441,0
T261696,0
T65638,0
T188788,0
T8330,0
T110930,0
T191233,0
T283960,0
T27506,0
T168623,0
T94108,0
T235067,0
T220643,0
T11534,0
T128306,0
T74424,0
T51884,0
T33792,0
T104602,0
T279691,0
T54422,0
T265021,0
T12467,0
T40453,0
T72399,0
T159307,0
T38598,0
T252903,0
T131433,0
T189,0
T67830,0
T85464,0
T139786,0
T183034,0
T102591,0
T56207,0
T277562,0
T11526,0
T87794,0
T269608,0
T31792,0
T113802,0
T225335,0
T284682,0
T88760,0
T87029,0
T97011,0
T12011,0
T122230,0
T278957,0
T132688,0
T247166,0
T51543,0
T38199,0
T171915,0
T22470,0
T30772,0
T153784,0
T173557,0
T256568,0
T270611,0
T232302,0
T28897,0
T109266,0
T262739,0
T226575,0
T116590,0
T262752,0
T121841,0
T89966,0
T75494,0
T46555,0
T51516,0
T223836,0
T84833,0
T40821,0
T234786,0
T152999,0
T70699,0
T262066,0
T222892,0
T30207,0
T76637,0
T228879,0
T42478,0
T117939,0
T282705,0
T27569,0
T155576,0
T4427,0
T151527,0
T103037,0
T250318,0
T85990,0
T282747,0
T147345,0
T157320,0
T157298,0
T57039,0
T123370,0
T30271,0
T47441,0
T133338,0
T41928,0
T43785,0
T152271,0
T64095,0
T13777,0
T58210,0
T9622,0
T9678,0
T75193,0
T6630,0
T273255,0
T210796,0
T114869,0
T152802,0
T281812,0
T158146,0
T155325,0
T155358,0
T157922,0
T155829,0
T220431,0
T81078,0
T201793,0
T240139,0
T156125,0
T242130,0
T208997,0
T221304,0
T34734,0
T18277,0
T98159,0
T7053,0
T73181,0
T255607,0
T204177,0
T165672,0
T266735,0
T127016,0
T69833,0
T10701,0
T278128,0
T18019,0
T22433,0
T13335,0
T141281,0
T7425,0
T168546,0
T232106,0
T142702,0
T157667,0
T4454,0
T46662,0
T273000,0
T154254,0
T211190,0
T172922,0
T39369,0
T192968,0
T180495,0
T97620,0
T7928,0
T79768,0
T8124,0
T78891,0
T120897,0
T144297,0
T82917,0
T184968,0
T276188,0
T187283,0
T147267,0
T173364,0
T60068,0
T112943,0
T18026,0
T101449,0
T178156,0
T235302,0
T6548,0
T106075,0
T223717,0
T63185,0
T113632,0
T107552,0
T90225,0
T49051,0
T247399,0
T111264,0
T16964,0
T11179,0
T79689,0
T164355,0
T283405,0
T210545,0
